			*****	 Total Packet Delay (msec) 	*****


Time (sec)	Node 1	Node 2	Node 3	Node 4	Node 5	Node 6	Node 7	Node 8	Node 9	Node 10	Node 11	Node 12	Node 13	Node 14	Node 15	Node 16	Node 17	Node 18	Node 19	Node 20	
2.4		0.0	1540.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2182.1	0.0	0.0	0.0	0.0	0.0	
2.5		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1985.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
2.5		0.0	0.0	0.0	0.0	0.0	0.0	0.0	1940.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
2.5		0.0	0.0	0.0	1766.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1954.86	0.0	0.0	
2.5		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2771.02	0.0	2808.62	0.0	
2.6		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2464.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1683.9	0.0	
2.6		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1860.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
2.6		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1808.16	0.0	0.0	1668.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
2.7		0.0	0.0	1943.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1714.9	0.0	0.0	0.0	0.0	0.0	0.0	
2.7		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1927.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
2.7		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2488.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
2.8		0.0	1929.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1802.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
2.8		0.0	0.0	0.0	0.0	0.0	0.0	2202.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
2.8		0.0	0.0	0.0	1998.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
2.8		0.0	1698.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
2.9		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1506.22	2520.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
2.9		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1631.24	0.0	2061.1	0.0	0.0	0.0	0.0	
2.9		0.0	1645.64	0.0	0.0	0.0	0.0	1929.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2718.64	
3.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2152.74	0.0	0.0	
3.0		0.0	0.0	1940.72	0.0	0.0	3124.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
